pmid,title,authors,keywords
40992529,"Single Arterial versus Multiple Arterial Grafting in 3,164 Diabetic Patients Undergoing Coronary Artery Bypass Surgery: A Propensity-Matched Analysis.","Albaraa Al-Holy, Maria Comanici, Anonna Das, Nandor Marczin, Sunil Kishore Bhudia, Shahzad Gull Raja",
40992504,Whole-Slide Imaging and Radiological Features Predict Clinical Outcomes in Patients with Neuroendocrine Tumors of the Lung.,"Sevinj Yolchuyeva, Leyla Ebrahimpour, Yannick Lemaréchal, Philippe Joubert, Steve Bilodeau, Philippe Despres, Venkata S K Manem",
40992275,Association between residential greenness and coronary heart disease: A proteomics and miRNA microarray analysis.,"Le Yang, Qinfei Wei, Jianhui Guo, Xingyan Xu, Li Zhu, Zhiyu Zhang, Jungu Zhou, Yuting Dong, Donghong Wei, Yeying Wen, Liuyan Zheng, Shaowei Lin, XiaoXu Xie, Huangyuan Li, Siying Wu",
40991981,Evaluation of cardiotoxicity following breast cancer irradiation in an Asian cohort in real-world settings.,"Wen-Chi Yang, Yu-Hsuan Chen, Chia-Chun Wang, Shih-Fan Lai, Szu-Huai Lu, Li-Ting Ho, Chiun-Sheng Huang, Sung-Hsin Kuo",
40991892,Mapping the expression of endothelial adhesion receptors for Plasmodium falciparum-infected erythrocytes in fatal cerebral malaria in Malawian children.,"Katerina Dorovini-Zis, Hong Li, Chen Zhe, Bo Zhang, Dylan Small, Terrie E Taylor",
40991774,Interpretable Machine Learning Model for Pulmonary Hypertension Risk Prediction: Retrospective Cohort Study.,"Hongxia Jiang, Han Gao, Dexin Wang, Qingli Zeng, Xiaojun Hao, Zhenshun Cheng","Humans, Machine Learning, Hypertension, Pulmonary, Female, Retrospective Studies, Male, Middle Aged, Echocardiography, Risk Assessment, Aged, ROC Curve, Adult, Risk Factors"
40989790,Detection of pulmonary hypertension in idiopathic pulmonary fibrosis using random forest models and automated measures of central computed tomography structures.,"Toru Shirahata, Pietro Nardelli, Sirus Jesudasen, Ruben San José Estépar, Ariel H Curiale, Badar Patel, Eileen Harder, Rajan Saggar, Aaron B Waxman, Rebecca R Vanderpool, George R Washko, Sydney B Montesi, Raúl San José Estépar, Farbod N Rahaghi",
40989559,The effect of standardised packaging and limited flavour descriptors of vape pods among adults and youth in Great Britain: a cross-sectional between-subjects experimental study.,"Eve Taylor, Madeleine Ebdon, Matilda Nottage, Erikas Simonavicius, Leonie Brose, Ann McNeill, Deborah Arnott, Hazel Cheeseman, Laura Bunce, Katherine East",
40989049,High-resolution visualization of the heart surface using multi-detector computed tomography: A case study of coronary artery bypass grafting.,"Yuichiro Yokoyama, Takeshi Emmoto, Akira Kurata, Hiroshi Higashino, Yumiko Abe, Hiroyuki Fujieda, Mitsunori Abe",
40988940,Adaptive bioactivable nanosystems for synergistic myocardial infarction therapy using traditional pharmaceutics.,"Shuai Mao, Yubin Liang, Zikang Chen, Lei Wang, Quanfu Chen, Zhuting Fang, Qifan Zheng, Wen Ma, Hanping Zhang, Zhiqiang Yu, Ling Yu",
40988784,Mesothelial/Monocytic Incidental Cardiac Excrescences (MICE): An Enigmatic Cardiac Pathology.,"Arifa B Laskar, Biswajit Dey",
40988400,Monoamine Oxidase B Expression is a Prognostic Factor in Patients With Colorectal Cancer.,"Jiyoon Jung, Jeong Won Kim, Joo Young Kim",
40988137,Assessing dosimetric benefit from daily online adaptive radiation therapy for esophageal cancer.,"Antonia Kubiatowicz, Michael Sherer, Ayaka Owaga, Andrew Sharabi, Xenia Ray","Humans, Esophageal Neoplasms, Radiotherapy Planning, Computer-Assisted, Radiotherapy Dosage, Organs at Risk, Radiotherapy, Intensity-Modulated, Cone-Beam Computed Tomography, Male"
40988094,Characteristics of cardiac toxicity after definitive radiation therapy for thoracic esophageal cancer in Japanese patients.,"Keita Tsukahara, Takanori Abe, Satoshi Saito, Takumi Sakaguchi, Jun Watanabe, Misaki Iino, Tomomi Aoshika, Yasuhiro Ryuno, Genta Michimata, Tomohiro Ohta, Mitsunobu Igari, Ryuta Hirai, Yu Kumazaki, Shin-Ei Noda, Shingo Kato, Yutaka Miyawaki, Hiroshi Sato",
40987807,Comparative study on the protective effect of dexrazoxane and blueberry extract against doxorubicin-induced cardiotoxicity in rats.,"Nourhan Ahmed Shaker, Eman Abd El-Moneim Sharaf, Nesma Ali Ali Ghazal, Nagwa Mohamed Assem","Animals, Doxorubicin, Blueberry Plants, Cardiotoxicity, Dexrazoxane, Plant Extracts, Rats, Rats, Wistar, Male, Oxidative Stress, Antibiotics, Antineoplastic, Myocardium, Cardiotonic Agents, Biomarkers"
40987763,Clinical implications of bone marrow adiposity identified by phenome-wide association and Mendelian randomization in the UK Biobank.,"Wei Xu, Ines Mesa-Eguiagaray, David M Morris, Chengjia Wang, Calum D Gray, Samuel Sjöström, Giorgos Papanastasiou, Sammy Badr, Julien Paccou, Lijuan Wang, Xue Li, Paul R H J Timmers, Maria Timofeeva, Scott Ik Semple, Tom MacGillivray, Evropi Theodoratou, William P Cawthorn","Humans, Mendelian Randomization Analysis, Adiposity, Bone Marrow, United Kingdom, Biological Specimen Banks, Osteoporosis, Polymorphism, Single Nucleotide, Male, Diabetes Mellitus, Type 2, Female, Genome-Wide Association Study, Genetic Predisposition to Disease, Fractures, Bone, Middle Aged, Aged, UK Biobank"
40987514,Risk prediction models for cancer therapy related cardiac dysfunction in patients with cancer and cancer survivors: systematic review and meta-analysis.,"Clara Gomes, Jesse Geels, Thomas P A Debray, Arjan Malekzadeh, Folkert W Asselbergs, Marijke Linschoten","Humans, Cancer Survivors, Neoplasms, Risk Assessment, Cardiotoxicity, Antineoplastic Agents, Heart Diseases, Female"
40987502,"""Shortly Afterwards I Was Practically Dead""-Temporal Experiences of Middle-Aged Individuals With Heart Disease: An Interpretative Phenomenological Analysis.","Daniel Broschmann, Lisa Nebel, Juri Krivzov, Evelyn Kleinert, Laura Mohacsi, Timothy Le Butt, Christoph Herrmann-Lingen",
40987413,Imaging cardiac fat by cardiovascular magnetic resonance - A state-of-the art review.,"Franca Morselli, Iain Pierce, Matthew Webber, Debbie Falconer, Alun D Hughes, Michele Orini, Pier D Lambiase, James C Moon, Gabriella Captur",
40987018,Development of solenoidal assembly for probing static magnetic field-induced physiological and behavioral disruptions in zebrafish.,"Anjani Dhayal, Srabaita Roy, Saidul Sk, Garima Jindal, Saran Kumar, Padmshree Mudgal, Rajesh Ramachandran, Marshal Dhayal, Shilpi Minocha",
40986976,Survival and perioperative outcomes of pelvic exenteration in primary advanced and recurrent endometrial carcinoma: A systematic review and meta-analysis.,"Antonio Raffone, Giulia Pellecchia, Sara Pregnolato, Diego Raimondo, Antonio Travaglino, Daniele Neola, Lorenza Driul, Francesco Fanfani, Martina Arcieri, Maria Giovanna Vastarella, Stefano Restaino, Luigi Cobellis, Renato Seracchioli, Giuseppe Vizzielli",
40986696,Music During Awake Brain Tumor Resection: A Case Series.,"Miriam Ratliff, Till Helm, Philipp Radler, Björn Warga, Gabriel Rinkel, Jens Langejürgen, Nima Etminan",
40986346,Muscle-specific increased expression of ,"Felipe de Souza Leite, Matthias R Lambert, Tracy Yuanfan Zhang, James R Conner, Joao A Paulo, Sheldon Furtado Oliveira, Sanjukta Guha Thakurta, Jennifer Bowles, Emanuela Gussoni, Steven P Gygi, Jeffrey J Widrick, Louis M Kunkel","Animals, Jagged-1 Protein, Mice, Muscle, Skeletal, Dystrophin, Intercellular Signaling Peptides and Proteins, Calcium-Binding Proteins, Mice, Transgenic, Phenotype, Membrane Proteins, Humans, Mice, Inbred mdx, Muscular Dystrophy, Duchenne, Serrate-Jagged Proteins"
40986250,Incidence and predictors of acute pulmonary embolism in patients with cancer referred for computed tomography pulmonary angiography.,"Amit Janu, Suyash Kulkarni, Amit Joshi, Sharadhini K, Nitin Shetty, Kumar Prabhash, Shilpushp Bhosale",
40985963,Transcriptomic biomarkers related to cardiac disease in childhood cancer survivors: a case-control study.,"Naïla Aba, Gwénaël Le Teuff, Brice Fresneau, Serge Koscielny, Shaima Belhechmi, Boris Schwartz, Chiraz El-Fayech, Carole Rubino, Rodrigue S Allodji, Eric Morel, Delphine Dayde, Pierre de la Grange, Ariane Jolly, Noémie Pata-Merci, Camille Cordero, Isabelle Aerts, François Pein, Giao Vu-Bezin, Florent De Vathaire, Nadia Haddy",
41037206,Deep Neural Network-Based Risk Prediction of Glioblastoma Multiforme Recurrence.,"Disha Sushant Wankhede, Aniket K Shahade, Priyanka V Deshmukh, Akshay Manikjade, Makrand Shahade, Pritam H Gohatre, Kanchan Tidke","Humans, Glioblastoma, Brain Neoplasms, Neoplasm Recurrence, Local, Deep Learning, Neural Networks, Computer, Male, Female"
41037141,"Effects of APT20TTMG, a modulator of the U1 snRNP complex, in glioblastoma models.","Caio Bruno Quinta de Souza Leal, Camila Guimarães Moreira Zimmer, Vanessa de Vasconcelos Castilho Sinatti, Ericks Sousa Soares, Michael S Rafii, Rafael Mantovani Bottos","Glioblastoma, Animals, Humans, Mice, Mice, Nude, Ribonucleoprotein, U1 Small Nuclear, Xenograft Model Antitumor Assays, Cell Line, Tumor, Apoptosis, Cell Proliferation, Brain Neoplasms, Temozolomide, Female"
41037070,ESR Essentials: diffusion-weighted MRI-practice recommendations by the European Society for Magnetic Resonance in Medicine and Biology.,"Marco Palombo, Benedetta Bodini, Francesco Grussu, Denis Le Bihan, Markus Nilsson, Raquel Perez-Lopez, Edwin H G Oei, Ivo G Schoots, Marion Smits, Ileana O Jelescu",
41037022,DNA Nanostructures for Modular Growth Factor Delivery and Peripheral Nerve Repair.,"Youngjin Choi, Su Jeong Park, Bo Kyung Cho, Jongmin Lee, Yejin Sung, Yang C Zeng, Nakwon Choi, William M Shih, Soo Hyun Kim, Dong-Hwee Kim, Seung-Woo Cho, Youngmee Jung, Ju Hee Ryu",
41036875,"Genotoxic and cytotoxic potential of essential oils from plants of the Cerrado and southern Pantanal of Mato Grosso do Sul, Brazil.","J A Avanci-Júnior, M F Silva, K F D P Santos, N C Yoshida, É L Santos, Z R Guterres, J G Gouveia, D Bogo","Oils, Volatile, Humans, Animals, Brazil, Mice, Antineoplastic Agents, Phytogenic, Plant Oils, Cell Line, Tumor, Plants, Medicinal, Cymbopogon, Mutagenicity Tests"
41036860,Corticosteroid Use Before Stereotactic Brain Biopsy for Suspected Lymphoma.,"Maged T Ghoche, Kenji Miki, Skyler Oken, Namya Manoj, Neslihan Nisa Gecici, Ahmed Habib, Jan Drappatz, Megan Mantica, Pascal Zinn, Kalil G Abdullah",
41036850,Pangenome analysis of ,"Jake Adolf V Montecillo, Heon Jong Yoo, Yoo-Young Lee, Chul Min Park, Angela Cho, Hyunsu Lee, Hee Yeon Yoon, Jong Mi Kim, Nan Young Lee, Sun-Hyun Park, Nora Jee-Young Park, Hyung Soo Han, Incheol Seo, Gun Oh Chong",
41036709,Decoding adipose-brain crosstalk: Distinct lipid cargo in human adipose-derived extracellular vesicles modulates amyloid aggregation in Alzheimer's disease.,"Li Yang, Michael Chan, Jianting Sheng, Shaohua Qi, Bill Chan, Dharti Shantaram, Xilal Y Rima, Eduardo Reategui, Xianlin Han, Willa A Hsueh, Stephen T C Wong","Humans, Alzheimer Disease, Amyloid beta-Peptides, Extracellular Vesicles, Obesity, Brain, Adipose Tissue, Male, Female, Sphingomyelins, Protein Aggregation, Pathological, Lipid Metabolism"
41036487,Pathological Complete Response in Locally Advanced ,"Kazuki Ohta, Naoki Haratake, Shinkichi Takamori, Yuta Abe, Eika Kudo, Takahiro Sato, Kosuke Kamada, Daiki Noda, Miyuki Abe, Yohei Takumi, Michiyo Miyawaki, Tsutomu Daa, Kenji Sugio, Atsushi Osoegawa",
41036421,Falx Meningioma Developed Cerebral Herniation Symptoms Approximately 6 Hours after the Onset of Headache: A Case Report and Literature Review.,"Naoyuki Isobe, Yusuke Yamamoto, Masakazu Mitsunobu, Motoki Takano, Yoko Ito, Kazuya Kuraoka, Shinji Ohba",
41036269,Anticoagulant versus antiplatelet treatment for secondary stroke prevention in patients with active cancer.,"Moritz C Kielkopf, Jayan Göcmen, Selina B Venzin, Fabienne Steinauer, Mattia Branca, Anna Boronylo, Martina B Göldlin, Johannes Kaesmacher, Adnan Mujanovic, Gianluca Costamagna, Thomas R Meinel, David J Seiffge, Philipp Bücke, Mirjam R Heldner, Ava L Liberman, Hooman Kamel, Urs Fischer, Marcel Arnold, Thomas Pabst, Martin D Berger, Simon Jung, Adrian Scutelnic, Babak B Navi, Morin Beyeler",
41036223,Targeting Glucose Transporter 1 (GLUT1) in Cancer: Molecular Mechanisms and Nanomedicine Applications.,"Zhen Ren, Jingyuan Zhao, Shuai Li, Hong Yuan","Humans, Glucose Transporter Type 1, Neoplasms, Nanomedicine, Animals, Blood-Brain Barrier, Antineoplastic Agents, Molecular Targeted Therapy, Drug Delivery Systems"
41036093,Efficacy of Trastuzumab Deruxtecan in HER2-Positive and HER2-Low Metastatic Breast Cancer: A Real-World Retrospective Cohort Study in China.,"Yuxin Yan, Yizi Jin, Mingxi Lin, Ceng Zeng, Qing Guo, Teng Zhou, Dou Dou Li, Jian Zhang",
41036066,"Two illustrative cases of papillary tumor of the pineal region: Clinical presentation, management, and outcomes.","Callum Martin Allison, Ruchir Bhandari, Joseph Yates, Victoria Reay, Enrico Clarke, Shanmugasundaram Ramkumar, Georges Sinclair",
41036050,"Silent growth, striking impact: A rare case of intracranial chondroma and review of literature.","Noman Ahmed, Ahmad Hassan, Hafiza Fatima Aziz, S Ather Enam",
41036031,Posterior-only total ,"Sadegh Bagherzadeh, Faramarz Roohollahi, Srujan Kopparapu, Cesar Manuel Carballo Cuello, Mohsen Rostami, Mark Greenberg, Puya Alikhani",
41035952,Drug discovery for chemotherapeutic resistance based on pathway-responsive gene sets and its application in breast cancer.,"Dehua Feng, Jingwen Hao, Lingxu Li, Jian Chen, Xinying Liu, Ruijie Zhang, Huirui Han, Tianyi Li, Xuefeng Wang, Xia Li, Lei Yu, Bing Li, Jin Li, Limei Wang",
41035644,Deciphering the lactylation landscape in glioma: a novel gene signature predicts patient survival and immunotherapy sensitivity.,"Xiaolong Tang, Yi Liu, Congying Yang, Honglan Zhang, Gongming Zhang, Qiao Wang, Sujie Jiang, Xuzhu Gao, Yongshuo Liu, Yanbin Dong","Humans, Glioma, Immunotherapy, Brain Neoplasms, Male, Female, Prognosis, Biomarkers, Tumor, Middle Aged, Gene Expression Regulation, Neoplastic, Cell Line, Tumor, Transcriptome, Gene Expression Profiling"
41035021,"Diffuse leptomeningeal glioneuronal tumour: molecular diagnosis, evolution and treatment.","Anastasia Campanelli, Alice Métais, Yassine Bouchoucha, Kevin Beccaria, Anne Laprie, Thomas Blauwblomme, Lelio Guida, Sandro Benichi, Christelle Dufour, Lea Guerrini-Rousseau, Marie Simbozel, Arnault Tauziede-Espariat, Pascale Varlet, Noura Sellami, Stephanie Bolle, Valentine Martin, Nathalie Boddaert, Romain Appay, Volodia Dangouloff-Ros, Céline Khouri, Franck Bourdeaut, François Doz, Jacques Grill, Samuel Abbou",
41034994,Navigating the blood-brain barrier to blood-brain tumor barrier transition: microvascular P-glycoprotein and CD146 potentially contribute to glioma grading.,"Alessia Mora, Francesco Girolamo, Andrea Marzullo, Tiziana Annese, Michela De Giorgis, Francesco Signorelli, Raffaella Messina, Giuseppe Ingravallo, Daniela Virgintino, Mariella Errede, Antonio d'Amati","CD146 Antigen, Blood-Brain Barrier, Humans, Brain Neoplasms, Glioma, ATP Binding Cassette Transporter, Subfamily B, Member 1, Neoplasm Grading, Adult, Female, Middle Aged, Male, Endothelial Cells, Microvessels, Aged"
41034946,PLA2 driven lipid signaling drives ARMS tumorigenic cell properties.,"Amogh Gupta, Bharathi Ramanathan, Dipanwita Das, Aiswariya Vadivellu, Amos Hong Pheng Loh, Reshma Taneja","Humans, Lipid Metabolism, Signal Transduction, Animals, Phospholipases A2, Cell Line, Tumor, Mice, Carcinogenesis, Neoplastic Stem Cells"
41034915,Joint prediction of glioma molecular marker status based on GDI-PMNet.,"Hong Zhu, Fengning Liang, Teng Zhao, Yaru Cao, Ying Chen, Houru Yan, Xiang Xiao","Glioma, Humans, Biomarkers, Tumor, Algorithms, Brain Neoplasms, Deep Learning, Magnetic Resonance Imaging"
41034807,"Hearing, smell, and cognitive function after cancer treatment.","Stavros Potsakis, Juha Tapio Silvola, Ellen Karine Grov","Humans, Male, Female, Middle Aged, Cross-Sectional Studies, Neoplasms, Cognition, Aged, Pilot Projects, Smell, Hearing, Antineoplastic Agents, Adult, Olfaction Disorders, Hearing Loss, Cancer Survivors"
41034805,Epidemiology and outcomes associated with brain metastases among patients with metastatic breast cancer - a cohort study in US electronic health record data.,"Della Varghese, Jenna Collins, Beth Nordstrom, Miguel Miranda, Brian Murphy, David Harland","Humans, Female, Breast Neoplasms, Brain Neoplasms, Electronic Health Records, Middle Aged, Retrospective Studies, Aged, United States, Adult, Receptor, ErbB-2, Prevalence, Aged, 80 and over"
41034793,Combined technology-enhanced home exercise and acupressure (TEHEplus) program on symptoms among cancer patients receiving immunotherapy: a feasibility study.,"Nada Lukkahatai, Chitchanok Benjasirisan, Aomei Shen, Junxin Li, Sarah Allgood, Frank Thomas, Artyom Karyukin, Jennifer Y Sheng, Jessica Engle, Ta-Ya Lee, Leorey N Saligan","Humans, Acupressure, Female, Male, Middle Aged, Feasibility Studies, Neoplasms, Aged, Aged, 80 and over, Immunotherapy, Exercise Therapy, Pilot Projects, Fatigue, Exercise, Quality of Life"
41034771,Real-world management strategies and clinical outcomes of metastatic HER2-positive breast cancer in Greece in the second-line setting and beyond (the togetHER study).,"Ippokratis Korantzis, Anna Koumarianou, Vassiliki Rapti, Eleni Timotheadou, Christos Christodoulou, Dimitrios Tryfonopoulos, Sofia Karageorgopoulou, Ioannis Boukovinas, Flora Zagouri, Adamantia Nikolaidi, Konstantinos Papazisis, Evangelia Razis, Vasileios Barbounis, Athina Christopoulou, Dimitrios Mavroudis, Vassilios Georgoulias, Georgios Kesisis, Emmanuel I Papadopoulos, Rozalia Michalea, Alexandros Ardavanis","Humans, Female, Breast Neoplasms, Greece, Receptor, ErbB-2, Middle Aged, Retrospective Studies, Aged, Adult, Antineoplastic Combined Chemotherapy Protocols, Trastuzumab, Antibodies, Monoclonal, Humanized, Neoplasm Metastasis, Aged, 80 and over, Pyridines, Treatment Outcome, Oxazoles, Quinazolines"
41034745,The mediation role of hope and social support in the relationship between fatigue and burden in caregivers of patients with brain tumor.,"Nilofar Pasyar, Masoume Rambod, Safoura Zareinezhad, Ahmad Soltani, Mahdi Salmanpour","Humans, Social Support, Male, Female, Caregivers, Fatigue, Cross-Sectional Studies, Middle Aged, Brain Neoplasms, Hope, Adult, Surveys and Questionnaires, Aged, Cost of Illness, Quality of Life"
41034744,POLD3 knockdown effects on low-grade glioma: insights from bioinformatics and experimental validation.,"Zhihui Yang, Zhonghao Dou, Hao Wang, Zhaojiang Hu, Yanbo Gao, Yilei Bai, Junfeng Liu, RongJun Qian","Humans, Glioma, Computational Biology, Brain Neoplasms, Animals, DNA Polymerase III, Tumor Microenvironment, Mice, Prognosis, Biomarkers, Tumor, Cell Proliferation, Female, Gene Expression Regulation, Neoplastic, Male, Neoplasm Grading, Cell Line, Tumor, Gene Knockdown Techniques"
41034696,"Characterisation of the expression of P2X7 receptor, cancer stem cell markers and immunological mediators in human high-grade gliomas.","Liyen K Kan, Matthew Drill, Andrea Muscat, Paul Sanfilippo, Richard P Sequeira, Padmakrishnan C Jayakrishnan, Anh Vo, Nicholas C Wong, Marian Todaro, Catriona McLean, Katherine J Drummond, Martin Hunn, David A Williams, Terence J O'Brien, Mastura Monif","Humans, Receptors, Purinergic P2X7, Brain Neoplasms, Glioma, Male, Female, Neoplastic Stem Cells, Biomarkers, Tumor, Middle Aged, Aged, Adult, Tumor Microenvironment"
41034674,Evaluating the role of montelukast on doxorubicin-induced cardiotoxicity in breast cancer patients.,"Naglaa F Gomaa, Rehab H Werida, Ahmed G El-Gowily, Noha A El-Bassiouny","Humans, Female, Breast Neoplasms, Doxorubicin, Quinolines, Cardiotoxicity, Sulfides, Middle Aged, Cyclopropanes, Prospective Studies, Acetates, Adult, Natriuretic Peptide, Brain, Antibiotics, Antineoplastic, Peptide Fragments, Cyclophosphamide, NF-kappa B, Antineoplastic Combined Chemotherapy Protocols, Aged"
41034513,Targeted clearance of extracellular Tau using aptamer-armed monocytes alleviates neuroinflammation in mice with Alzheimer's disease.,"Yuting Zhuo, Yao Lu, Yan Zhu, Nachuan Wen, Guangjing Zou, Hongkun Lu, Xinyu Pei, Yutong Zhang, Qiang Zhang, Xin Wang, Wenjuan Zhang, Qingyang Zhang, Zhimin Wang, Sitao Xie, Chang-Qi Li, Weihong Tan, Liping Qiu",
41034506,Reward circuit function and treatment outcome following vALIC deep brain stimulation in treatment-resistant depression.,"N Runia, L A van de Mortel, C L C Smith, I O Bergfeld, B P de Kwaasteniet, J Luigjes, J van Laarhoven, P Notten, G Beute, P van den Munckhof, P R Schuurman, D A J P Denys, G A van Wingen",
41034331,Deciphering brain organoid heterogeneity by identifying key quality determinants.,"Tom Boerstler, Daniil Kachkin, Elizaveta Gerasimova, Naime Zagha, Federica Furlanetto, Negar Nayebzade, Luke Zappia, Michelle Boisvert, Michaela Farrell, Sonja Ploetz, Iryna Prots, Martin Regensburger, Claudia Günther, Juergen Winkler, Pooja Gupta, Fabian Theis, Marisa Karow, Sven Falk, Beate Winner, Florian Krach","Organoids, Humans, Brain, Pluripotent Stem Cells, Cell Differentiation, Cell Line, Reproducibility of Results"
41034281,TRAIL-resistant glioma cells resist Withania somnifera mediated apoptosis via USP5 upregulation.,"Sachin Bhardwaj, Ajay Kumar Yadav","Humans, TNF-Related Apoptosis-Inducing Ligand, Apoptosis, Glioma, Withania, Cell Line, Tumor, Drug Resistance, Neoplasm, Receptors, TNF-Related Apoptosis-Inducing Ligand, Up-Regulation, Plant Extracts, Cell Survival, Gene Expression Regulation, Neoplastic, Brain Neoplasms, Endopeptidases"
41034207,Disentangling associations between complex traits and cell types with seismic.,"Qiliang Lai, Ruth Dannenfelser, Jean-Pierre Roussarie, Vicky Yao","Genome-Wide Association Study, Humans, Parkinson Disease, Multifactorial Inheritance, Alzheimer Disease, Single-Cell Analysis, Brain"
41033612,Tumor Treating Fields (TTFields) therapy after stereotactic radiosurgery for brain metastases from non-small cell lung cancer: final results of the phase 3 METIS study.,"Minesh P Mehta, Vinai Gondi, Manmeet Singh Ahluwalia, David Roberge, Terence Tai Weng Sio, Daniel M Trifiletti, Thierry Muanza, Ana Misir Krpan, Zhengfei Zhu, Naren R Ramakrishna, John B Fiveash, Philippe Metellus, Jinming Yu, Chiachien Jake Wang, Julian Jacob, Christian F Freyschlag, Tibor Csőszi, Andrea Salmaggi, Alisa Taliansky, Ana Lucas, Jürgen Debus, Paul D Brown, Maciej Harat",
41033332,Rethinking immunotherapy in patients with SCLC with poor performance status.,"Noemi Reguart, Lizza E L Hendriks",
41033284,Survival outcomes and the role of DNADX ctDNA testing in patients treated with sacituzumab govitecan for metastatic breast cancer.,"S Morganti, R J Kusmick, M E Hughes, F Brasó-Maristany, K Smith, P Tarantino, R Vega-Leon, T Grinda, F Pardo, K Dvir, G L Suggs, S Buck, M Skeffington, A C Garrido-Castro, H A Parsons, S L Sammons, A Prat, N U Lin, S M Tolaney, A Giordano",
41033116,"aMulti-target in silico profiling of silymarin derivatives against oncogenic pathways: Integration of docking, DFT, ADMET, and molecular dynamics.","Sitalakshmi Thyagarajan, Karunagaran Subramanian, Hezha O Rasul, Osama S Mohammed, Guillermo Salgado M, Lorena Gerli Candia",
41031136,Quantitative targeted proteomics for occult cancer screening in patients with unprovoked venous thromboembolism: results from the prospective PLATO-VTE study.,"Noori A M Guman, Noémie Kraaijpoel, Frits I Mulder, Marc Carrier, Luis Jara-Palomares, Marcello Di Nisio, Walter Ageno, Jan Beyer-Westendorf, Frederikus A Klok, Thomas Vanassche, Johannes M M B Otten, Benilde Cosmi, Mike J L Peters, Marije Ten Wolde, Aurélien Delluc, Pieter W Kamphuisen, Verónica Sánchez-López, Ettore Porreca, Jip Ramaker, Patrick M M Bossuyt, Harry R Büller, Henri H Versteeg, Bart J M van Vlijmen, Nick van Es, Yassene Mohammed",
41030971,The landscape of structural variation in pediatric cancer.,"Robert Greenhalgh, Wentao Yang, Samuel W Brady, Diane A Flasch, Yanling Liu, Karol A Szlachta, Liqing Tian, Pandurang Kolekar, Jian Wang, Xin Zhou, Daniela S Gerhard, Xiaotu Ma, Jinghui Zhang",
41030946,Comparative analysis of machine learning techniques on the BraTS dataset for brain tumor classification.,"Shuping Wang, Min Li",
41030773,Advances in Neuroimaging of Breast Cancer Pain: An Overview.,"Pu Wei, Yuqing Liu, Jinming Tong, Qingwei Zhang, Zhiqiang Qiu, Xiaoxue Xu",
41030714,Carmustine Wafers (Gliadel) in Brain Metastases: Revisiting an Old Concept With New Insights.,"Aparna Suryadevara, Ninh Doan, Samuel Borak, Naresh Bellam, Asad Khan, Vivian Hamlett",
41030616,Distinct reduction in relative microglial glucose uptake compared to astrocytes and neurons upon isolation from the brain environment.,"Sebastian T Kunte, Johannes Gnörich, Philipp Beumers, Laura M Bartos, Stephan Wagner, Karin Wind-Mark, Adrien Holzgreve, Dennis Pötter, Rudolf A Werner, Sibylle Ziegler, Nathalie L Albert, Alessio Colombo, Sabina Tahirovic, Matthias Brendel",
41030525,Global insights into brain tumor registries: Lessons for countries establishing a national brain tumor registry.,"Holly Wilson, Chris Tse, Sandar Tin Tin, Catherine Han, Thomas I-H Park",
41030524,Characterization of MAIT cells in glioblastoma reveals a potential immunosuppressive role through a MAIT-neutrophil axis.,"Seketoulie Keretsu, Taijun Hana, Alexander Lee, Noemi Kedei, Nargis Malik, Hye Kim, Jo Spurgeon, Guzal Khayrullina, Benjamin Ruf, Ayaka Hara, Morgan Coombs, Matthew B Watowich, Ananth Hari, Michael K B Ford, S Cenk Sahinalp, Masashi Watanabe, George Zaki, Mark R Gilbert, Patrick J Cimino, Robert Prins, Masaki Terabe",
41030506,"PET/CT vs PET/MRI in Lung Cancer: A Narrative Review of Diagnostic Performance, Practical Trade-offs, and Clinical Impact.","Basel T Tomalieh, Jessica D Torres Luna, Karthika Murugesan, Areeba Kabir, Delvy Rebellow, Alousious Kasagga, Summayya Anwar",
41030289,Cell therapies against brain tumors: Clinical development and emerging prospects.,"Tatsuya Fukuta, Suyog Shaha, Andres da Silva-Candal, Zongmin Zhao, Samir Mitragotri",
41030184,The Effect of Integrative Naturopathic Oncology Including Modulated Electrohyperthermia on Survival Outcome among Glioblastoma Multiforme Patients: A Retrospective Study.,"Sara Izadi-Najafabadi, Lisa McQuarrie, Gurdev Parmar","Humans, Glioblastoma, Retrospective Studies, Female, Male, Middle Aged, Brain Neoplasms, Adult, Naturopathy, Aged, Hyperthermia, Induced, Integrative Oncology, Kaplan-Meier Estimate, SEER Program, Treatment Outcome, Proportional Hazards Models, Combined Modality Therapy, Prognosis"
41030145,Progress of Micro/Nanomotors for In Vivo Biomedical Applications.,"Yang Su, Huixue Feng, Xue Yuan, Qijing Du, Hongning Jiang, Rongwei Han, Yongxin Yang, Changyong Gao, Rongbo Fan",
41030017,Ceramide Links Alzheimer's Disease to Decreased Cancer Risk: A Lipid Behind the Enigma of Inverse Comorbidity.,Erhard Bieberich,"Alzheimer Disease, Humans, Ceramides, Neoplasms, Mitochondria, Animals, Comorbidity, Amyloid beta-Peptides"
41029958,New therapies for brain metastases: an update.,"Marie Porte, Christophe Massard",
